"","store","upc","week","move","price","profit","descrip","custcoun","brand","adjstore","wp","mks","market","summks","csame","cdiff","Prod1","Prod2","Prod3","Prod4","Prod5","Prod6","Prod7","Prod8","Prod9","Prod10","Prod11","os","y","avg_price_product","pricediff_product","withingroupshare","estimateddi"
"60",98,3410017306,96,105,0.0358680555555556,5.71,"MILLER GENUINE DRAFT",27563,34100,1,0.0338199895833333,0.00380945470376955,"98_96",0.0267750244893517,6,4,0,0,0,0,1,0,0,0,0,0,0,0.973224975510648,-5.54312921734138,0.035733024691358,0.000135030864197534,0.142276422764228,-5.49102134690542
"61",98,3410017505,96,160,0.0415277777777778,2.44,"MILLER GEN DRFT LNNR",27563,34100,1,0.0405145,0.00580488335812502,"98_96",0.0267750244893517,6,4,0,0,0,0,0,1,0,0,0,0,0,0.973224975510648,-5.12191575226507,0.0415277777777778,0,0.21680216802168,-5.0256470517167
"62",98,3410057306,96,157,0.0354166666666667,7.05,"MILLER LITE BEER",27563,34100,1,0.0329197916666667,0.00569604179516018,"98_96",0.0267750244893517,6,4,0,0,0,0,0,0,1,0,0,0,0,0.973224975510648,-5.14084376215059,0.0357947530864198,-0.000378086419753086,0.212737127371274,-5.0470347848938
"63",98,3410057528,96,23,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27563,34100,1,0.0394810208333333,0.000834451982730472,"98_96",0.0267750244893517,6,4,0,0,0,0,0,0,0,1,0,0,0,0.973224975510648,-7.06159535156975,0.0471527777777778,0,0.0311653116531165,-7.07190548591883
"64",98,3410057602,96,72,0.0416666666666667,5.25,"MILLER LITE BEER",27563,34100,1,0.0394791666666667,0.00261219751115626,"98_96",0.0267750244893517,6,4,0,0,0,0,0,0,0,0,1,0,0,0.973224975510648,-5.92042344848284,0.0416049382716049,6.17283950617234e-05,0.0975609756097561,-5.89390531229667
"65",98,7336011341,96,31,0.0471527777777778,17.45,"OLD STYLE BEER",27563,73360,1,0.0389246180555556,0.00112469615063672,"98_96",0.0267750244893517,1,9,0,0,0,0,0,0,0,0,0,1,0,0.973224975510648,-6.76310236301375,0.0471527777777778,0,0.0420054200542005,-6.76749159785393
"66",98,7336011751,96,53,0.0498611111111111,21.94,"OLD STYLE BEER",27563,73360,1,0.0389215833333333,0.00192286761237891,"98_96",0.0267750244893517,1,9,0,0,0,0,0,0,0,0,0,0,1,0.973224975510648,-6.22679765394678,0.0498611111111111,0,0.0718157181571816,-6.21472129956188
"67",98,1820000016,97,27,0.0498611111111111,21.3,"BUDWEISER BEER",27377,18200,1,0.0392406944444444,0.000986229316579611,"98_97",0.0164371552763268,1,9,1,0,0,0,0,0,0,0,0,0,0,0.983562844723673,-6.90504791367015,0.0498611111111111,0,0.06,-6.90169994536175
"68",98,1820011168,97,40,0.0381597222222222,2.82,"BUDWEISER BEER",27377,18200,1,0.0370836180555556,0.00146108046900683,"98_97",0.0164371552763268,1,9,0,1,0,0,0,0,0,0,0,0,0,0.983562844723673,-6.51200532556054,0.0372878086419753,0.000871913580246915,0.0888888888888889,-6.49892200496623
"69",98,3410000354,97,36,0.05125,22.98,"MILLER LITE BEER",27377,34100,1,0.03947275,0.00131497242210615,"98_97",0.0164371552763268,6,4,0,0,1,0,0,0,0,0,0,0,0,0.983562844723673,-6.61736584121837,0.05125,0,0.08,-6.60728812081283
"70",98,3410000554,97,20,0.05125,22.98,"MILLER GENUINE DRAFT",27377,34100,1,0.03947275,0.000730540234503415,"98_97",0.0164371552763268,6,4,0,0,0,1,0,0,0,0,0,0,0,0.983562844723673,-7.20515250612049,0.05125,0,0.0444444444444444,-7.20700765654867
"71",98,3410017306,97,75,0.0381597222222222,0.63,"MILLER GENUINE DRAFT",27377,34100,1,0.0379193159722222,0.00273952587938781,"98_97",0.0164371552763268,6,4,0,0,0,0,1,0,0,0,0,0,0,0.983562844723673,-5.88339666613817,0.0381442901234568,1.54320987654291e-05,0.166666666666667,-5.84362170873027
"72",98,3410017505,97,37,0.05125,20.94,"MILLER GEN DRFT LNNR",27377,34100,1,0.04051825,0.00135149943383132,"98_97",0.0164371552763268,6,4,0,0,0,0,0,1,0,0,0,0,0,0.983562844723673,-6.58996686703025,0.05125,0,0.0822222222222222,-6.57913859305623
"73",98,3410057306,97,95,0.0380902777777778,0.45,"MILLER LITE BEER",27377,34100,1,0.0379188715277778,0.00347006611389122,"98_97",0.0164371552763268,6,4,0,0,0,0,0,0,1,0,0,0,0,0.983562844723673,-5.64700788807394,0.0381481481481481,-5.78703703703679e-05,0.211111111111111,-5.59165447175028
"74",98,3410057528,97,20,0.0471527777777778,16.27,"MILLER LITE BEER N.R",27377,34100,1,0.0394810208333333,0.000730540234503415,"98_97",0.0164371552763268,6,4,0,0,0,0,0,0,0,1,0,0,0,0.983562844723673,-7.20515250612049,0.0471527777777778,0,0.0444444444444444,-7.20700765654867
